# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "7" "-s" "2" "-p" "-a" "data/Homo_sapiens.GRCh38.111.gtf" "-o" "counts/featureCounts.txt" "alignment/SRR28420795.sorted.bam" "alignment/SRR28420796.sorted.bam" "alignment/SRR28420797.sorted.bam" "alignment/SRR28420798.sorted.bam" 
Geneid	alignment/SRR28420795.sorted.bam	alignment/SRR28420796.sorted.bam	alignment/SRR28420797.sorted.bam	alignment/SRR28420798.sorted.bam
ENSG00000248757	1	0	0	0
ENSG00000253584	0	0	0	0
ENSG00000248363	0	0	0	0
ENSG00000251118	0	0	0	0
ENSG00000249128	0	0	0	0
ENSG00000175426	18	12	0	0
ENSG00000113391	758	718	516	495
ENSG00000227087	0	2	0	0
ENSG00000248901	0	0	0	0
ENSG00000270830	0	0	0	0
ENSG00000132837	163	141	1	3
ENSG00000250359	0	0	0	0
ENSG00000248132	9	0	2	4
ENSG00000285809	0	0	0	0
ENSG00000248967	0	0	0	0
ENSG00000248199	0	0	0	0
ENSG00000235635	0	0	0	0
ENSG00000250095	0	0	0	0
ENSG00000164309	84	69	14	17
ENSG00000270307	0	0	0	0
ENSG00000250013	0	0	0	0
ENSG00000248873	17	17	5	6
ENSG00000250099	0	0	0	0
ENSG00000067113	814	782	1119	1024
ENSG00000248803	0	0	0	0
ENSG00000248539	0	0	0	0
ENSG00000145782	1980	1843	1249	1320
ENSG00000251125	0	0	0	0
ENSG00000250961	0	0	27	50
ENSG00000251477	0	0	0	0
ENSG00000251014	0	0	0	0
ENSG00000249904	0	0	0	0
ENSG00000248440	0	0	0	0
ENSG00000249318	0	0	0	0
ENSG00000250156	0	0	0	0
ENSG00000249515	0	0	0	0
ENSG00000249787	0	0	0	0
ENSG00000162685	0	0	0	0
ENSG00000274455	0	3	0	0
ENSG00000196900	1	0	0	0
ENSG00000249068	0	0	0	0
ENSG00000249963	0	0	0	0
ENSG00000254138	0	0	0	0
ENSG00000285042	0	3	19	41
ENSG00000251237	0	0	0	0
ENSG00000241809	0	0	0	0
ENSG00000248781	0	0	0	0
ENSG00000239870	0	0	0	0
ENSG00000249418	0	0	0	0
ENSG00000248350	0	0	0	0
ENSG00000249619	0	0	0	0
ENSG00000273860	0	0	0	0
ENSG00000164199	4	2	126	136
ENSG00000249169	0	0	0	0
ENSG00000250250	0	0	0	0
ENSG00000250221	0	0	0	0
ENSG00000286048	0	0	20	21
ENSG00000248794	13	9	1	2
ENSG00000248296	0	0	0	0
ENSG00000248288	0	0	0	0
ENSG00000249697	0	0	0	0
ENSG00000234292	0	0	0	0
ENSG00000213630	0	0	0	0
ENSG00000249426	2	0	0	0
ENSG00000198961	5697	5844	4715	4646
ENSG00000271797	4	16	0	2
ENSG00000286121	0	0	0	0
ENSG00000251132	0	0	0	0
ENSG00000197575	0	0	0	0
ENSG00000157107	1038	1129	981	1012
ENSG00000248261	0	0	0	0
ENSG00000270350	0	0	0	0
ENSG00000285831	6	0	0	0
ENSG00000248648	0	0	0	0
ENSG00000251421	0	0	0	0
ENSG00000249744	0	0	0	0
ENSG00000250383	0	0	0	0
ENSG00000246859	19	16	0	7
ENSG00000213716	0	0	0	0
ENSG00000224296	0	0	0	0
ENSG00000248236	0	0	0	0
ENSG00000250650	0	0	0	0
ENSG00000249494	1	4	6	1
ENSG00000250882	0	0	0	0
ENSG00000270225	0	0	0	0
ENSG00000248271	0	0	0	0
ENSG00000213757	24	46	30	35
ENSG00000272023	0	1	2	1
ENSG00000145794	4	0	0	0
ENSG00000243385	0	0	0	0
ENSG00000272123	0	1	4	0
ENSG00000232517	0	0	0	0
ENSG00000164400	4	2	391	264
ENSG00000214794	0	0	0	0
ENSG00000248268	2	1	0	0
ENSG00000215156	0	0	0	0
ENSG00000287390	0	0	0	0
ENSG00000279370	0	0	0	0
ENSG00000233943	0	0	0	0
ENSG00000250122	0	0	0	0
ENSG00000155324	569	831	1132	1431
ENSG00000249057	0	0	0	0
ENSG00000113595	583	551	482	554
ENSG00000260192	0	0	2	0
ENSG00000249135	0	0	0	0
ENSG00000164588	75	74	0	0
ENSG00000250830	0	0	0	0
ENSG00000251575	0	0	0	0
ENSG00000250831	0	0	0	0
ENSG00000129596	0	4	3	3
ENSG00000232159	0	0	0	0
ENSG00000233006	10	7	37	60
ENSG00000250197	1	6	0	0
ENSG00000226400	0	0	0	0
ENSG00000250678	0	0	0	0
ENSG00000250860	0	0	0	0
ENSG00000261037	1	0	0	0
ENSG00000164318	0	0	0	0
ENSG00000270232	0	0	0	0
ENSG00000279883	0	0	0	0
ENSG00000251682	0	0	2	1
ENSG00000249768	0	0	0	0
ENSG00000169570	269	267	97	122
ENSG00000253776	0	0	0	0
ENSG00000249514	0	0	0	0
ENSG00000249551	0	0	0	0
ENSG00000249238	0	0	0	0
ENSG00000287054	0	0	8	8
ENSG00000248867	0	0	0	0
ENSG00000279691	0	0	0	0
ENSG00000249899	0	0	0	4
ENSG00000249270	0	0	0	0
ENSG00000248029	0	0	0	0
ENSG00000249562	0	0	0	0
ENSG00000184084	0	0	0	0
ENSG00000250242	0	0	0	0
ENSG00000285804	21	16	49	25
ENSG00000217791	0	0	0	0
ENSG00000287634	0	0	0	0
ENSG00000275374	6	7	0	0
ENSG00000251311	0	0	0	0
ENSG00000249433	0	0	0	0
ENSG00000271480	0	0	0	0
ENSG00000244192	0	0	0	0
ENSG00000129595	8	6	145	145
ENSG00000229738	0	0	0	0
ENSG00000249454	0	0	0	0
ENSG00000250441	0	0	0	0
ENSG00000248464	0	0	0	0
ENSG00000248928	0	0	0	0
ENSG00000250472	0	0	0	0
ENSG00000251593	94	125	238	336
ENSG00000251601	0	0	0	0
ENSG00000113522	268	244	81	87
ENSG00000279737	0	0	0	0
ENSG00000271849	0	0	1	2
ENSG00000249069	0	0	2	0
ENSG00000248826	0	0	0	0
ENSG00000241888	0	0	0	0
ENSG00000250732	1	0	0	0
ENSG00000249990	0	0	0	0
ENSG00000177879	1467	1555	1968	1856
ENSG00000251099	0	0	0	0
ENSG00000113369	4469	5386	1705	1148
ENSG00000164209	2120	2219	2148	2180
ENSG00000279584	0	1	0	3
ENSG00000250949	0	0	0	0
ENSG00000248443	0	0	0	0
ENSG00000251204	4	0	0	0
ENSG00000240052	0	0	0	0
ENSG00000251072	0	1	0	0
ENSG00000251597	0	0	0	0
ENSG00000249958	0	0	0	0
ENSG00000254106	2	1	0	0
ENSG00000283897	0	0	0	9
ENSG00000248885	0	0	0	0
ENSG00000113368	3688	3669	3531	5152
ENSG00000134986	771	913	1025	891
ENSG00000286408	23	27	18	12
ENSG00000249984	0	0	0	0
ENSG00000249349	0	0	0	0
ENSG00000251206	0	1	0	0
ENSG00000243304	0	0	0	2
ENSG00000249736	0	0	0	0
ENSG00000286745	0	0	0	0
ENSG00000250928	0	0	0	0
ENSG00000278921	0	0	2	2
ENSG00000249023	0	0	0	0
ENSG00000145839	0	0	0	0
ENSG00000250194	0	0	0	0
ENSG00000250551	2	0	1	6
ENSG00000132840	6	8	8	6
ENSG00000248652	0	0	0	0
ENSG00000164176	1310	2121	3021	3870
ENSG00000164902	1832	2037	1601	1811
ENSG00000177453	18	45	14	25
ENSG00000234758	0	0	0	0
ENSG00000250405	0	0	0	0
ENSG00000249438	0	0	0	0
ENSG00000249878	0	0	0	0
ENSG00000250331	3	5	1	3
ENSG00000250437	0	0	0	0
ENSG00000272416	0	0	0	0
ENSG00000250853	0	0	0	0
ENSG00000270230	0	0	0	0
ENSG00000058729	1666	1658	1200	1071
ENSG00000251574	0	1	1	5
ENSG00000251616	0	0	0	0
ENSG00000176857	1	2	0	0
ENSG00000229855	0	0	0	8
ENSG00000170549	0	0	51	64
ENSG00000184838	703	835	148	219
ENSG00000253366	0	2	0	6
ENSG00000259968	0	0	0	0
ENSG00000251367	0	0	0	0
ENSG00000214108	0	0	0	0
ENSG00000145826	0	0	0	0
ENSG00000205644	0	0	0	0
ENSG00000249261	0	0	0	0
ENSG00000248955	0	0	0	0
ENSG00000251513	16	2	0	1
ENSG00000249150	0	0	0	0
ENSG00000249249	11	6	0	0
ENSG00000249791	0	0	0	0
ENSG00000113361	593	660	4	4
ENSG00000152413	555	494	304	343
ENSG00000250705	0	0	0	0
ENSG00000270779	0	0	0	0
ENSG00000259861	0	0	0	0
ENSG00000249797	0	0	0	0
ENSG00000248730	0	0	0	0
ENSG00000286543	2	2	0	0
ENSG00000250669	0	0	0	0
ENSG00000250461	23	24	17	32
ENSG00000112992	2099	2190	2802	3536
ENSG00000249842	0	0	0	0
ENSG00000250787	0	0	0	0
ENSG00000251187	0	0	0	0
ENSG00000248555	0	0	0	0
ENSG00000253404	4	2	0	0
ENSG00000248192	0	0	0	0
ENSG00000248674	0	0	0	0
ENSG00000112972	1403	1833	1095	1310
ENSG00000131711	5995	5660	6823	8201
ENSG00000249017	0	0	0	0
ENSG00000249203	0	0	0	0
ENSG00000223442	0	3	0	2
ENSG00000283782	0	0	0	0
ENSG00000164283	44	40	2	14
ENSG00000287148	0	0	0	0
ENSG00000248979	0	0	0	0
ENSG00000251552	0	0	0	0
ENSG00000249131	0	0	0	0
ENSG00000251027	0	0	0	0
ENSG00000250446	0	0	0	0
ENSG00000270741	0	0	0	0
ENSG00000214890	1	0	0	0
ENSG00000286676	0	0	1	0
ENSG00000230929	0	0	0	0
ENSG00000253807	0	0	0	2
ENSG00000151882	0	0	67	132
ENSG00000279686	0	0	0	0
ENSG00000164512	41	49	2	0
ENSG00000248211	1	0	0	1
ENSG00000249026	0	0	2	0
ENSG00000286454	0	0	0	0
ENSG00000184188	0	0	0	0
ENSG00000251261	0	0	0	0
ENSG00000251281	0	0	11	21
ENSG00000248445	18	25	20	6
ENSG00000215630	17	21	5	29
ENSG00000270513	0	0	0	0
ENSG00000249996	0	3	4	4
ENSG00000279240	0	0	0	0
ENSG00000250602	2	0	9	4
ENSG00000250806	0	0	0	0
ENSG00000285616	0	0	0	0
ENSG00000286111	0	0	0	0
ENSG00000248528	0	0	0	0
ENSG00000250444	0	2	0	1
ENSG00000272203	0	0	0	0
ENSG00000173926	402	472	735	738
ENSG00000243859	2	0	2	4
ENSG00000279860	0	0	0	0
ENSG00000248170	0	0	0	0
ENSG00000249721	0	0	0	0
ENSG00000146005	0	2	0	0
ENSG00000248927	35	20	3	3
ENSG00000176788	7090	6859	3999	3436
ENSG00000248752	0	0	0	4
ENSG00000250947	0	0	0	0
ENSG00000249360	0	0	0	0
ENSG00000157111	21	8	315	189
ENSG00000164219	763	693	568	562
ENSG00000164197	4	10	27	35
ENSG00000145649	0	0	0	2
ENSG00000155329	366	444	330	345
ENSG00000239642	0	0	0	0
ENSG00000145692	0	0	2	0
ENSG00000249021	0	0	0	0
ENSG00000286882	0	0	0	0
ENSG00000251395	0	0	0	0
ENSG00000248474	0	0	3	6
ENSG00000146006	10	15	0	0
ENSG00000145780	1138	1144	1271	1474
ENSG00000249071	0	0	0	0
ENSG00000082068	923	1105	975	863
ENSG00000250862	0	0	0	0
ENSG00000250080	0	0	0	0
ENSG00000248709	0	0	0	0
ENSG00000249605	0	0	0	0
ENSG00000286828	7	12	2	4
ENSG00000248758	0	0	0	0
ENSG00000213891	0	0	0	0
ENSG00000250482	0	0	0	0
ENSG00000172239	3344	3227	3133	3153
ENSG00000251680	0	0	2	1
ENSG00000064652	648	561	786	879
ENSG00000230789	0	0	0	0
ENSG00000251387	0	0	0	0
ENSG00000249829	0	0	0	0
ENSG00000251066	0	0	0	0
ENSG00000249380	0	0	0	0
ENSG00000279118	14	14	33	62
ENSG00000250347	0	0	0	0
ENSG00000272239	0	0	0	0
ENSG00000249607	0	0	0	0
ENSG00000215325	0	0	0	0
ENSG00000249363	0	3	0	0
ENSG00000223652	5	1	7	6
ENSG00000173930	1	9	8	6
ENSG00000251135	0	0	0	0
ENSG00000251293	0	0	0	0
ENSG00000113532	15	62	185	183
ENSG00000249774	0	0	0	0
ENSG00000288008	0	0	0	0
ENSG00000250402	0	0	0	0
ENSG00000134970	2744	3223	2771	3036
ENSG00000186367	0	0	0	0
ENSG00000239528	4	0	0	0
ENSG00000251648	0	0	0	0
ENSG00000225147	0	0	0	0
ENSG00000249803	0	0	0	0
ENSG00000286503	0	2	5	1
ENSG00000279130	0	3	0	1
ENSG00000249582	0	0	0	0
ENSG00000205302	2284	2168	1754	1676
ENSG00000248533	0	0	0	0
ENSG00000248107	0	0	0	0
ENSG00000249159	2	8	1	3
ENSG00000250672	0	0	0	0
ENSG00000248600	0	0	0	0
ENSG00000248529	0	0	0	0
ENSG00000271585	0	0	0	0
ENSG00000213488	0	0	0	0
ENSG00000215196	3	6	3	0
ENSG00000169302	148	107	26	4
ENSG00000248722	0	0	0	0
ENSG00000248569	69	27	67	84
ENSG00000249881	0	0	0	0
ENSG00000248351	0	0	0	0
ENSG00000248391	0	0	0	0
ENSG00000251054	0	0	0	0
ENSG00000249279	2	0	42	40
ENSG00000248295	0	0	0	0
ENSG00000248588	0	1	0	0
ENSG00000286839	0	0	4	4
ENSG00000271792	0	0	0	0
ENSG00000250847	0	0	0	0
ENSG00000248667	0	0	0	0
ENSG00000044115	16385	15277	28626	28129
ENSG00000271871	4	2	0	3
ENSG00000178996	846	935	768	683
ENSG00000281938	0	0	0	0
ENSG00000250362	2	2	2	0
ENSG00000253119	0	0	0	0
ENSG00000248853	0	0	0	0
ENSG00000113272	547	626	645	508
ENSG00000250583	0	0	0	0
ENSG00000249785	0	0	0	0
ENSG00000249429	0	0	0	0
ENSG00000253886	0	0	0	0
ENSG00000249285	0	0	0	0
ENSG00000249448	0	0	0	0
ENSG00000244076	1	0	0	0
ENSG00000250842	0	2	0	1
ENSG00000152684	1237	1139	2123	1923
ENSG00000176049	0	0	0	0
ENSG00000145685	8311	6467	1769	1564
ENSG00000072786	1881	1663	5126	5020
ENSG00000132570	473	357	200	185
ENSG00000240535	0	0	0	0
ENSG00000223548	0	0	0	0
ENSG00000150712	2038	1832	1631	1978
ENSG00000225869	0	0	0	1
ENSG00000250253	0	0	0	0
ENSG00000251361	1	0	11	3
ENSG00000260686	0	0	0	0
ENSG00000220157	3	3	2	1
ENSG00000287695	2	0	0	0
ENSG00000113657	113	86	201	200
ENSG00000253141	0	0	10	14
ENSG00000249761	0	0	0	0
ENSG00000155858	317	306	465	431
ENSG00000214360	0	0	0	0
ENSG00000285618	0	0	2	0
ENSG00000072364	7854	7920	5375	6111
ENSG00000251001	0	0	0	0
ENSG00000250956	0	0	0	0
ENSG00000248525	0	0	0	0
ENSG00000229721	0	0	0	0
ENSG00000145817	1990	2027	1753	1687
ENSG00000213568	0	0	0	0
ENSG00000286238	0	0	0	0
ENSG00000244245	5	5	4	1
ENSG00000250247	0	0	0	0
ENSG00000253224	0	0	0	0
ENSG00000251031	4	1	0	0
ENSG00000061455	19	16	26	38
ENSG00000164221	283	209	387	351
ENSG00000249476	13	7	12	8
ENSG00000205359	0	0	0	0
ENSG00000197948	920	828	1715	1303
ENSG00000248931	0	0	0	0
ENSG00000286204	0	0	0	0
ENSG00000168938	667	670	575	524
ENSG00000287783	0	0	0	0
ENSG00000261036	0	0	0	0
ENSG00000113638	704	759	733	665
ENSG00000224012	0	0	0	0
ENSG00000286736	0	2	0	0
ENSG00000165810	69	95	0	0
ENSG00000287527	33	18	0	0
ENSG00000155846	403	346	147	145
ENSG00000249792	0	0	0	0
ENSG00000254351	0	0	0	0
ENSG00000226272	0	0	0	0
ENSG00000244331	0	0	0	0
ENSG00000131507	3173	3060	2541	2464
ENSG00000253630	0	0	0	0
ENSG00000244968	18	11	26	19
ENSG00000273569	0	0	0	0
ENSG00000214743	0	0	0	0
ENSG00000251538	0	0	0	0
ENSG00000231585	0	0	0	0
ENSG00000064651	1022	1044	753	757
ENSG00000251102	26	25	55	41
ENSG00000168246	1109	1087	1170	1237
ENSG00000243758	0	0	0	0
ENSG00000253218	0	0	0	2
ENSG00000251389	2	0	0	0
ENSG00000250284	0	0	0	0
ENSG00000248125	0	0	0	0
ENSG00000113552	3418	2808	1528	1369
ENSG00000206356	0	0	0	0
ENSG00000250158	0	0	0	0
ENSG00000253743	0	0	0	0
ENSG00000253768	0	2	0	0
ENSG00000251026	0	0	2	5
ENSG00000235253	0	0	0	0
ENSG00000280047	18	11	17	5
ENSG00000251214	0	0	0	0
ENSG00000164576	1001	1050	987	973
ENSG00000287862	0	0	2	0
ENSG00000254373	24	28	22	14
ENSG00000271679	0	0	0	0
ENSG00000245060	137	173	255	208
ENSG00000249167	0	2	0	2
ENSG00000248909	7	5	0	0
ENSG00000287630	0	0	0	0
ENSG00000197744	34	32	40	26
ENSG00000261757	0	0	14	6
ENSG00000240411	0	0	0	0
ENSG00000243538	0	0	3	2
ENSG00000158458	15	13	108	130
ENSG00000251193	1	0	0	0
ENSG00000253908	0	0	0	0
ENSG00000254164	0	0	0	2
ENSG00000221886	182	155	259	270
ENSG00000240058	0	0	0	0
ENSG00000253772	0	0	0	0
ENSG00000285605	0	0	0	0
ENSG00000213376	0	0	0	2
ENSG00000251205	0	0	2	0
ENSG00000253512	0	0	0	0
ENSG00000213414	0	0	0	0
ENSG00000249174	0	0	0	0
ENSG00000285366	0	0	0	0
ENSG00000112984	2626	2974	4439	6273
ENSG00000251201	0	0	0	0
ENSG00000249229	0	0	0	0
ENSG00000174132	414	382	417	414
ENSG00000145781	499	474	491	567
ENSG00000254066	0	0	0	0
ENSG00000145779	1200	1073	586	631
ENSG00000249518	0	0	0	0
ENSG00000270612	0	0	0	0
ENSG00000249977	0	0	0	0
ENSG00000225364	0	0	0	0
ENSG00000250329	0	0	0	0
ENSG00000249031	3	2	9	13
ENSG00000228716	1566	1546	1706	2768
ENSG00000249772	2	2	0	0
ENSG00000253422	0	0	0	0
ENSG00000250438	0	0	0	0
ENSG00000248234	0	0	1	1
ENSG00000253955	0	0	2	2
ENSG00000174705	2141	2151	655	507
ENSG00000249449	0	0	0	0
ENSG00000183775	99	155	2	0
ENSG00000253331	0	0	0	0
ENSG00000244088	0	0	0	0
ENSG00000253946	0	0	0	0
ENSG00000287726	0	0	0	0
ENSG00000253693	0	0	0	0
ENSG00000113196	6	2	10	18
ENSG00000273217	0	0	0	0
ENSG00000286128	0	0	0	0
ENSG00000250972	0	0	0	0
ENSG00000248156	0	0	0	0
ENSG00000253538	0	0	0	0
ENSG00000248112	6	1	0	0
ENSG00000285549	0	0	0	0
ENSG00000286953	0	0	0	0
ENSG00000250256	0	0	0	0
ENSG00000253792	0	0	0	0
ENSG00000164611	1782	1681	3195	3417
ENSG00000164399	0	0	0	0
ENSG00000286509	0	0	0	0
ENSG00000248105	0	0	0	0
ENSG00000251487	0	0	0	0
ENSG00000254293	0	0	0	0
ENSG00000286134	0	0	1	0
ENSG00000253673	0	0	0	0
ENSG00000250721	0	0	0	0
ENSG00000270839	0	0	0	0
ENSG00000145819	238	241	1085	1374
ENSG00000248929	0	0	0	0
ENSG00000251670	0	0	0	0
ENSG00000164265	0	0	0	0
ENSG00000213661	0	0	0	0
ENSG00000250313	0	0	0	0
ENSG00000287814	12	7	0	0
ENSG00000254239	0	0	0	0
ENSG00000081791	2177	2312	1663	1855
ENSG00000022355	4	3	0	0
ENSG00000253109	0	0	0	0
ENSG00000253522	21	21	224	90
ENSG00000254186	4	0	0	0
ENSG00000118985	6034	6835	3071	3002
ENSG00000249526	0	0	0	0
ENSG00000131459	1379	1308	4335	2408
ENSG00000249857	0	0	0	0
ENSG00000232916	0	0	0	0
ENSG00000226040	0	0	0	0
ENSG00000254047	0	0	0	0
ENSG00000251144	0	0	2	5
ENSG00000249600	0	0	0	0
ENSG00000113578	29	12	70	145
ENSG00000213730	0	2	0	0
ENSG00000288569	0	0	0	0
ENSG00000120149	6	2	64	85
ENSG00000253927	0	0	0	0
ENSG00000204754	0	0	0	0
ENSG00000236714	2	0	14	12
ENSG00000254200	0	0	0	0
ENSG00000145919	4759	3880	2921	2308
ENSG00000253449	0	0	0	0
ENSG00000278925	4	0	0	0
ENSG00000164609	1830	1641	1816	1749
ENSG00000120318	30	44	1207	1310
ENSG00000253683	41	32	46	51
ENSG00000253311	0	2	0	0
ENSG00000118322	0	0	0	0
ENSG00000204764	546	540	282	316
ENSG00000250015	0	0	0	0
ENSG00000181867	0	0	0	0
ENSG00000170091	4	0	0	2
ENSG00000248400	0	0	0	0
ENSG00000113580	7972	7580	4303	4157
ENSG00000251122	0	0	0	0
ENSG00000249421	2	0	0	0
ENSG00000113303	0	0	0	0
ENSG00000280161	12	13	32	24
ENSG00000253424	0	0	0	0
ENSG00000113594	538	521	1719	2438
ENSG00000248293	0	0	0	0
ENSG00000253687	0	0	0	0
ENSG00000145715	5706	5674	4660	5131
ENSG00000243664	0	0	0	0
ENSG00000082515	718	666	671	625
ENSG00000186952	14	20	5	4
ENSG00000253445	0	0	0	0
ENSG00000251314	0	3	6	5
ENSG00000164904	2900	3229	2867	3217
ENSG00000286182	0	0	0	0
ENSG00000253134	0	0	0	0
ENSG00000185056	0	2	0	0
ENSG00000183072	212	248	2	2
ENSG00000253244	0	0	0	0
ENSG00000170214	87	89	116	190
ENSG00000249403	0	0	0	0
ENSG00000231579	0	0	2	1
ENSG00000253646	0	0	0	0
ENSG00000249287	0	0	0	0
ENSG00000276778	0	0	0	0
ENSG00000171522	1894	2181	228	440
ENSG00000183111	62	127	32	69
ENSG00000123213	3009	3176	1021	1134
ENSG00000248355	0	0	0	0
ENSG00000253261	0	0	0	0
ENSG00000254299	0	0	0	0
ENSG00000248761	0	0	0	0
ENSG00000254391	0	0	0	0
ENSG00000279679	0	1	0	0
ENSG00000271477	0	0	0	0
ENSG00000184845	0	0	0	0
ENSG00000231228	1	0	0	0
ENSG00000253447	0	0	0	0
ENSG00000254226	2	0	0	0
ENSG00000287323	0	0	0	0
ENSG00000171992	3180	3755	633	882
ENSG00000120725	2820	2810	2067	1862
ENSG00000286749	0	2	0	0
ENSG00000286350	0	0	0	0
ENSG00000250346	0	0	0	0
ENSG00000113300	1271	1351	1660	1873
ENSG00000253852	0	0	0	0
ENSG00000280318	0	0	0	0
ENSG00000249950	0	0	0	0
ENSG00000013561	2742	2617	1750	1642
ENSG00000214357	741	785	424	787
ENSG00000254011	0	0	0	0
ENSG00000286657	0	1	0	0
ENSG00000270442	0	0	0	0
ENSG00000039319	2063	2025	1264	1666
ENSG00000285865	0	0	0	0
ENSG00000168903	0	0	0	0
ENSG00000253686	0	0	0	0
ENSG00000278965	0	0	0	0
ENSG00000039600	2	0	5	0
ENSG00000254099	0	0	0	0
ENSG00000164466	2057	2131	2649	2885
ENSG00000253968	0	0	4	4
ENSG00000213285	0	0	0	0
ENSG00000242080	0	0	0	0
ENSG00000249412	0	0	0	0
ENSG00000249722	0	0	0	0
ENSG00000242683	0	0	0	0
ENSG00000187658	0	0	0	0
ENSG00000249593	2	1	4	2
ENSG00000226650	20	18	27	32
ENSG00000248687	0	0	0	0
ENSG00000253480	0	0	0	0
ENSG00000253428	0	0	0	0
ENSG00000250692	0	0	0	0
ENSG00000198108	0	0	142	109
ENSG00000254336	0	0	2	0
ENSG00000249545	0	0	0	0
ENSG00000178776	0	0	8	2
ENSG00000254350	0	0	0	0
ENSG00000249484	0	0	0	0
ENSG00000213655	0	0	0	0
ENSG00000248308	0	0	0	0
ENSG00000198944	0	0	0	2
ENSG00000242477	5	3	10	3
ENSG00000230612	0	0	0	0
ENSG00000249061	1	0	0	1
ENSG00000164402	1596	1419	2858	3118
ENSG00000113742	974	854	1184	1251
ENSG00000249042	224	202	145	147
ENSG00000253959	0	0	0	0
ENSG00000070614	7312	8170	8071	10097
ENSG00000240083	0	0	0	0
ENSG00000113269	2251	2219	1217	1188
ENSG00000248362	0	0	0	0
ENSG00000287203	0	0	0	0
ENSG00000272085	0	0	0	0
ENSG00000279698	0	0	0	0
ENSG00000248668	23	4	3	2
ENSG00000248202	8	10	1	0
ENSG00000113520	0	0	0	0
ENSG00000286164	0	0	0	0
ENSG00000213940	0	0	0	0
ENSG00000253236	0	0	0	0
ENSG00000254333	2	3	0	0
ENSG00000287003	0	0	0	0
ENSG00000248610	0	0	0	2
ENSG00000226810	0	0	0	0
ENSG00000250509	10	6	0	1
ENSG00000287963	0	2	0	0
ENSG00000146090	0	2	0	0
ENSG00000215231	0	0	0	0
ENSG00000249876	0	0	0	0
ENSG00000198939	41	53	19	7
ENSG00000251370	0	0	0	0
ENSG00000251320	0	0	0	0
ENSG00000249293	0	0	0	0
ENSG00000251035	0	0	0	0
ENSG00000249312	0	0	0	0
ENSG00000253600	0	0	0	0
ENSG00000250492	6	4	6	1
ENSG00000249751	0	0	1	0
ENSG00000145861	0	4	16	24
ENSG00000250529	0	0	0	0
ENSG00000164574	8774	9711	12130	11249
ENSG00000249843	0	0	0	0
ENSG00000251426	0	0	0	0
ENSG00000248765	0	0	0	0
ENSG00000270430	0	0	0	0
ENSG00000164325	0	0	0	0
ENSG00000242979	0	0	0	0
ENSG00000263746	0	0	0	0
ENSG00000201026	0	0	0	0
ENSG00000223007	0	0	0	0
ENSG00000284000	0	0	0	0
ENSG00000199773	0	0	0	0
ENSG00000237611	0	0	0	0
ENSG00000239112	0	0	0	0
ENSG00000222054	0	0	0	0
ENSG00000212258	0	0	0	0
ENSG00000266415	0	0	0	0
ENSG00000216077	0	1	0	0
ENSG00000212305	0	0	0	0
ENSG00000201715	0	0	0	0
ENSG00000202269	0	0	0	0
ENSG00000253093	0	0	0	0
ENSG00000222312	0	0	0	0
ENSG00000201436	0	0	0	0
ENSG00000276764	0	0	0	0
ENSG00000241552	0	0	0	0
ENSG00000251990	0	0	0	0
ENSG00000252908	0	0	0	0
ENSG00000212278	0	0	0	0
ENSG00000206814	0	0	0	0
ENSG00000277455	0	0	0	0
ENSG00000252083	0	0	0	0
ENSG00000200600	0	0	0	0
ENSG00000222560	0	0	0	0
ENSG00000206912	0	0	0	0
ENSG00000201016	0	0	0	0
ENSG00000199911	0	0	0	0
ENSG00000223136	0	0	0	0
ENSG00000252601	0	0	0	0
ENSG00000199731	3	0	0	0
ENSG00000207052	0	0	0	0
ENSG00000207956	0	0	0	1
ENSG00000223004	0	0	0	0
ENSG00000200065	0	0	0	0
ENSG00000252373	0	0	0	0
ENSG00000251887	0	0	0	0
ENSG00000266243	0	0	0	0
ENSG00000252867	0	0	0	0
ENSG00000222743	0	0	0	0
ENSG00000206743	0	0	0	0
ENSG00000201368	0	0	0	0
ENSG00000265304	0	0	0	0
ENSG00000238441	0	0	0	0
ENSG00000199552	0	0	0	0
ENSG00000199361	0	0	0	0
ENSG00000207060	0	0	0	0
ENSG00000206606	0	0	0	0
ENSG00000199487	0	0	0	0
ENSG00000263556	0	0	0	0
ENSG00000222960	0	0	0	0
ENSG00000207627	0	0	0	0
ENSG00000241230	0	0	0	0
ENSG00000265421	0	0	0	0
ENSG00000212561	0	0	0	0
ENSG00000212265	0	0	0	0
ENSG00000251873	0	0	0	0
ENSG00000210678	0	0	0	0
ENSG00000207229	0	0	0	0
ENSG00000198983	0	0	0	0
ENSG00000207728	0	0	0	0
ENSG00000251856	0	0	0	0
ENSG00000207293	0	0	0	0
ENSG00000253032	0	0	0	0
ENSG00000223003	0	0	0	0
ENSG00000265135	0	0	0	0
ENSG00000207439	0	0	0	0
ENSG00000242547	0	0	0	0
ENSG00000201869	0	0	0	0
ENSG00000207352	0	0	0	0
ENSG00000212215	0	0	0	0
ENSG00000264099	0	0	0	0
ENSG00000238913	0	0	0	0
ENSG00000244326	0	0	0	0
ENSG00000251828	0	0	0	0
ENSG00000202157	0	0	0	0
ENSG00000265684	0	0	0	0
ENSG00000253073	0	0	0	0
ENSG00000206744	0	0	0	0
ENSG00000238835	4	2	0	0
ENSG00000264342	0	0	0	0
ENSG00000251951	0	0	0	0
